Time	p3	p5	p8
0.0	1.0000000000	1.0000000000	1.0000000000
0.5	3.2828193578	1.9921468332	3.1691452235
1.0	7.1836784149	4.5127994300	8.3809058992
1.5	10.2229147017	7.8785888716	14.7978153218
2.0	12.1295203221	11.6674800816	20.6929592256
2.5	13.1642031905	15.6277757922	24.9746143294
3.0	13.6042354620	19.6109667527	27.5361054297
3.5	13.6587095300	23.5309307722	28.7497880782
4.0	13.4712602905	27.3391931421	29.0342835405
4.5	13.1368317455	31.0099299010	28.7189923760
5.0	12.7169587480	34.5308808121	28.0345174127
5.5	12.2510459918	37.8978466516	27.1341780670
6.0	11.7640987861	41.1113596408	26.1171191733
6.5	11.2718440265	44.1746715623	25.0462926827
7.0	10.7840620250	47.0925408033	23.9610620154
7.5	10.3067325369	49.8705037007	22.8856320699
8.0	9.8434097230	52.5144391894	21.8345524357
8.5	9.3961007725	55.0303110401	20.8162605272
9.0	8.9658269289	57.4240175186	19.8353439052
9.5	8.5529819869	59.7013059056	18.8939776298
10.0	8.1575618428	61.8677260738	17.9928349484
10.5	7.7793118994	63.9286074898	17.1316633842
11.0	7.4178220866	65.8890501715	16.3096489539
11.5	7.0725883673	67.7539238729	15.5256463536
12.0	6.7430526885	69.5278720259	14.7783243009
12.5	6.4286291542	71.2153183589	14.0662575112
13.0	6.1287210836	72.8204749181	13.3879844123
13.5	5.8427322619	74.3473507551	12.7420434696
14.0	5.5700743141	75.7997608294	12.1269957421
14.5	5.3101714891	77.1813348549	11.5414386218
15.0	5.0624637336	78.4955259482	10.9840139735
15.5	4.8264086029	79.7456189927	10.4534126607
16.0	4.6014823784	80.9347386742	9.9483767398
16.5	4.3871806348	82.0658571665	9.4677001498
17.0	4.1830184460	83.1418014765	9.0102284500
17.5	3.9885303025	84.1652604257	8.5748579098
18.0	3.8032698586	85.1387912933	8.1605342247
18.5	3.6268095510	86.0648261249	7.7662509895
19.0	3.4587401292	86.9456777171	7.3910480322
19.5	3.2986701268	87.7835452896	7.0340096724
20.0	3.1462252941	88.5805198502	6.6942629532
