p_degradation_rate	0.10818541668305
pro1_strength	0.7494448 
pro2_strength	66.91257 
pro3_strength	4.24317380150975 
pro4_strength	7.47820915742492
pro5_strength	1.26576193077286 
pro6_strength	0.950887302982358 
pro7_strength	0.706267143702013 
pro8_strength	0.534807079674365 
pro9_strength	3.08275364415752 
rbs1_strength	1.397863 
rbs2_strength	1.192664 
rbs3_strength	6.53633893052862 
rbs4_strength	1.17490200917484 
rbs5_strength	0.897163485882275 
rbs6_strength	5.69045305499897 
rbs7_strength	5.78593139010638 
rbs8_strength	6.10214607588627 
rbs9_strength	5.09604149696194 
v1_Kd	2.3432 
v1_h	2.0 
v2_Kd	24.35395 
v2_h	1.588471 
v3_Kd	3.198689 
v3_h	60.54 
v4_Kd	0.262 
v4_h	2.0 
v5_Kd	0.332196037008692 
v5_h	11.9621493414454 
v6_Kd	3.40276855961805 
v6_h	3.58853768432841 
v7_Kd	1.13105447237183 
v7_h	1.40479124151036 
v8_Kd	21.69740 
v8_h	36.78821 
v9_Kd	16.1412505127822 
v9_h	1.24720329394627 
v10_Kd	4.3549496036647 
v10_h	8.70297001572628 
v11_Kd	1.82068615386012 
v11_h	1.95529787521506 
v12_Kd	0.121937281887065 
v12_h	2.02459843507699 
v13_Kd	0.401019772309566 
v13_h	5.60989690260241
